"AC" "TC" "DESCR" "OS" "GN" "PE" "SV"
"188" "A3MWP1" "3.A.1.137.1" "ABC transporter related - Pyrobaculum calidifontis (strain JCM 11548 / VA1)." "" "" "" ""
"189" "A3MWP2" "3.A.1.137.1" "Putative uncharacterized protein - Pyrobaculum calidifontis (strain JCM 11548 / VA1)." "" "" "" ""
"190" "A3N294" "3.A.1.20.3" "ABC-type Fe3+ transport system, periplasmic component" "Actinobacillus pleuropneumoniae serotype 5b (strain L20)" "afuA" "4" "1"
"191" "A3N295" "3.A.1.20.3" "Ferric transport system permease protein fbpB" "Actinobacillus pleuropneumoniae serotype 5b (strain L20)" "afuB" "3" "1"
"192" "A3N296" "3.A.1.20.3" "Ferric ABC transporter ATP-binding protein" "Actinobacillus pleuropneumoniae serotype 5b (strain L20)" "afuC" "3" "1"
"193" "A3P2V6" "1.B.66.1.9" "Putative uncharacterized protein" "Burkholderia pseudomallei (strain 1106a)" "BURPS1106A_A0630" "4" "1"
"194" "A3QJL3" "2.A.117.1.11" "Transmembrane pair domain protein" "Shewanella loihica (strain ATCC BAA-1088 / PV-4)" "Shew_3795" "4" "1"
"195" "A3QNP2" "3.A.1.123.3" "GdmT - Staphylococcus gallinarum." "" "" "" ""
"196" "A3QSC5" "1.E.29.1.1" "Holin" "Clostridium phage phiC2" "phiC2p36" "4" "1"
"197" "A3R044" "2.A.16.4.2" "Sulphite efflux pump protein" "Arthroderma benhamiae" "" "2" "1"
"198" "A3RZV8" "2.A.66.6.2" "Glycosyl transferases group 1 - Ralstonia solanacearum UW551." "" "" "" ""
"199" "A3T1V5" "2.A.59.2.1" "Putative efflux protein" "Sulfitobacter sp. NAS-14.1" "NAS141_02011" "4" "1"
"200" "A3T2G5" "3.A.3.6.22" "Cadmium translocating P-type ATPase" "Sulfitobacter sp. NAS-14.1" "NAS141_02821" "3" "1"
"201" "A3TJM9" "9.B.108.1.6" "Putative uncharacterized protein" "Janibacter sp. HTCC2649" "JNB_00410" "4" "1"
"202" "A3U2L6" "2.A.88.1.4" "BioY family protein" "Oceanicola batsensis HTCC2597" "OB2597_04098" "4" "1"
"203" "A3U434" "9.B.29.2.12" "Uncharacterized protein" "Oceanicola batsensis HTCC2597" "OB2597_03549" "4" "1"
"204" "A3U4T9" "9.B.155.2.6" "Uncharacterized protein" "Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090)" "CA2559_00835" "4" "1"
"205" "A3UAU5" "1.B.14.6.9" "Uncharacterized protein" "Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090)" "CA2559_12863" "4" "1"
"206" "A3UHU5" "9.A.24.2.2" "CrtK protein" "Oceanicaulis sp. HTCC2633" "OA2633_09139" "4" "1"
"207" "A3UR43" "1.B.35.1.3" "Putative oligogalacturonate specific porin" "Vibrio splendidus 12B01" "V12B01_24269" "4" "1"
"208" "A3UR51" "1.B.35.1.4" "Putative uncharacterized protein" "Vibrio splendidus 12B01" "V12B01_24309" "4" "1"
"209" "A3UR54" "2.A.21.3.13" "Putative transporter" "Vibrio splendidus 12B01" "V12B01_24324" "3" "1"
"210" "A3UWI5" "1.E.54.2.2" "Uncharacterized protein" "Vibrio splendidus 12B01" "V12B01_10670" "4" "1"
"211" "A3UWQ1" "2.A.21.3.11" "Putative transporter" "Vibrio splendidus 12B01" "V12B01_24194" "3" "1"
"212" "A3UWQ9" "2.A.21.3.12" "Putative transporter" "Vibrio splendidus 12B01" "V12B01_24234" "3" "1"
"213" "A3UXB5" "9.B.167.1.3" "Putative uncharacterized protein" "Vibrio splendidus 12B01" "V12B01_01957" "4" "1"
"214" "A3XMH6" "9.B.176.1.1" "Putative orphan protein" "Leeuwenhoekiella blandensis (strain CECT 7118 / CCUG 51940 / MED217)" "MED217_07576" "4" "1"
"215" "A3YG19" "1.C.39.4.3" "Putative uncharacterized protein" "Marinomonas sp. MED121" "MED121_03928" "4" "1"
"216" "A3YI93" "9.B.42.1.2" "Uncharacterized protein" "Marinomonas sp. MED121" "MED121_19646" "4" "1"
"217" "A3ZI83" "3.A.1.3.16" "Amino acid ABC transporter, ATP-binding protein PEB1 - Campylobacter jejuni subsp. jejuni 84-25." "" "" "" ""
"218" "A3ZKG8" "1.B.14.1.13" "Ferric receptor CfrA" "Campylobacter jejuni subsp. jejuni 84-25" "cfrA" "4" "1"
"219" "A3ZQR0" "1.B.55.2.1" "Uncharacterized protein" "Blastopirellula marina DSM 3645" "DSM3645_20542" "4" "1"
"220" "A3ZS55" "1.E.43.1.4" "Uncharacterized protein" "Blastopirellula marina DSM 3645" "DSM3645_14245" "4" "1"
"221" "A3ZSY5" "1.B.57.2.2" "Putative uncharacterized protein" "Blastopirellula marina DSM 3645" "DSM3645_11217" "4" "1"
"222" "A4BUA1" "2.A.66.5.2" "Putative uncharacterized protein - Nitrococcus mobilis Nb-231." "" "" "" ""
"223" "A4C8S5" "1.E.54.2.4" "Uncharacterized protein" "Pseudoalteromonas tunicata D2" "PTD2_08099" "4" "1"
"224" "A4EB11" "1.E.11.1.9" "Holin, phage phi LC3 family" "Collinsella aerofaciens ATCC 25986" "COLAER_01623" "4" "1"
"225" "A4EZB2" "2.A.78.2.1" "AzlC family protein" "Roseobacter sp. SK209-2-6" "RSK20926_04332" "4" "1"
"226" "A4EZB3" "2.A.78.2.1" "Putative transmembrane protein" "Roseobacter sp. SK209-2-6" "RSK20926_04337" "4" "1"
"227" "A4F6L0" "1.E.34.1.5" "Uncharacterized protein" "Saccharopolyspora erythraea (strain NRRL 23338)" "SACE_0335" "4" "1"
"228" "A4FP84" "2.A.7.3.11" "Putative uncharacterized protein" "Saccharopolyspora erythraea (strain NRRL 23338)" "SACE_6693" "4" "1"
"229" "A4FWA0" "9.B.142.3.6" "Oligosaccharyl transferase, STT3 subunit" "Methanococcus maripaludis (strain C5 / ATCC BAA-1333)" "MmarC5_0154" "4" "1"
"230" "A4G3R9" "9.B.153.3.6" "Putative uncharacterized protein" "Herminiimonas arsenicoxydans" "HEAR0973" "4" "1"
"231" "A4G5C1" "9.B.105.1.2" "Putative uncharacterized protein" "Herminiimonas arsenicoxydans" "HEAR1543" "4" "1"
"232" "A4GMW0" "3.A.7.12.1" "Cag2 - Helicobacter pylori (Campylobacter pylori)." "" "" "" ""
"233" "A4H1L2" "2.A.38.2.5" "Potassium transporter - Hebeloma cylindrosporum." "" "" "" ""
"234" "A4H7W6" "2.A.105.1.7" "Putative uncharacterized protein" "Leishmania braziliensis" "LBRM_14_1650" "4" "1"
"235" "A4HCA2" "9.B.82.2.1" "Rer1 family-like protein - Leishmania braziliensis." "" "" "" ""
"236" "A4HJM3" "2.A.4.4.2" "Zinc transporter-like protein" "Leishmania braziliensis" "LbrM31_V2.2680" "4" "1"
"237" "A4HTX4" "2.A.1.46.3" "Putative integral membrane transport protein (Putative drug resistence protein)" "Leishmania infantum" "LINJ_09_0420" "4" "1"
"238" "A4HWI7" "3.A.1.204.6" "ABC transporter, putative - Leishmania infantum." "" "" "" ""
"239" "A4I0H4" "2.A.7.32.5" "Uncharacterized protein" "Leishmania infantum" "LINJ_23_1420" "4" "1"
"240" "A4I3X2" "2.A.66.8.2" "Putative uncharacterized protein - Leishmania infantum." "" "" "" ""
"241" "A4IF30" "2.A.7.24.14" "Solute carrier family 35 member F4" "Homo sapiens" "SLC35F4" "2" "2"
"242" "A4JX19" "1.E.7.2.1" "Gp24" "Burkholderia phage phi644-2" "BPSphi6442_0025" "4" "1"
"243" "A4KT88" "2.A.6.2.28" "Diaminopimelate decarboxylase - Francisella tularensis subsp. holarctica 257." "" "" "" ""
"244" "A4LBD1" "1.B.14.1.7" "Ferric malleobactin transporter - Burkholderia pseudomallei 305." "" "" "" ""
"245" "A4LTL1" "1.B.19.1.2" "Carbohydrate porin, OprB family - Burkholderia pseudomallei 305." "" "" "" ""
"246" "A4PCH7" "3.A.1.27.1" "Putative innermembrane component of ABC transporter system - Sphingobium japonicum." "" "" "" ""
"247" "A4PCH8" "3.A.1.27.1" "Putative ATPase component of ABC transporter system - Sphingobium japonicum." "" "" "" ""
"248" "A4PCH9" "3.A.1.27.1" "Putative periplasmic protein - Sphingobium japonicum." "" "" "" ""
"249" "A4PCI0" "3.A.1.27.1" "Putative lipoprotein - Sphingobium japonicum." "" "" "" ""
"250" "A4QA05" "2.A.11.1.6" "Uncharacterized protein" "Corynebacterium glutamicum (strain R)" "cgR_0087" "4" "1"
"251" "A4QAL6" "2.A.47.1.12" "Putative uncharacterized protein" "Corynebacterium glutamicum (strain R)" "cgR_0299" "4" "1"
"252" "A4QD95" "3.A.1.106.4" "Putative uncharacterized protein - Corynebacterium glutamicum (strain R)." "" "" "" ""
"253" "A4QGR2" "9.B.104.3.3" "Putative uncharacterized protein" "Corynebacterium glutamicum (strain R)" "" "4" "1"
"254" "A4QP84" "2.A.60.1.23" "Zgc:163027 protein" "Danio rerio" "slco1d1" "2" "1"
"255" "A4RVV9" "2.A.112.2.1" "Predicted protein" "Ostreococcus lucimarinus (strain CCE9901)" "OSTLU_14987" "4" "1"
"256" "A4S3R7" "1.A.17.3.10" "Uncharacterized protein" "Ostreococcus lucimarinus (strain CCE9901)" "OSTLU_26149" "4" "1"
"257" "A4SGD5" "1.B.6.2.11" "Porin, opacity type" "Prosthecochloris vibrioformis (strain DSM 265)" "Cvib_1533" "4" "1"
"258" "A4SY99" "1.B.43.1.3" "Putative uncharacterized protein" "Polynucleobacter necessarius subsp. asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1)" "Pnuc_1248" "4" "1"
"259" "A4T5F4" "9.B.175.1.4" "Uncharacterized protein" "Mycobacterium gilvum (strain PYR-GCK)" "Mflv_1502" "4" "1"
"260" "A4TAS9" "2.A.77.1.4" "Permease cadmium resistance protein-like protein" "Mycobacterium gilvum (strain PYR-GCK)" "Mflv_3211" "4" "1"
"261" "A4TZ39" "9.B.160.1.14" "Protein, required for colicin V production" "Magnetospirillum gryphiswaldense" "MGR_2272" "4" "1"
"262" "A4UVR2" "1.C.93.1.1" "Lacticin Q" "Lactococcus lactis" "lnqQ" "4" "1"
"263" "A4UVY6" "9.B.39.1.2" "Carotenoid-binding protein (Fragment)" "Bombyx mori" "CBP" "4" "1"
"264" "A4V408" "2.A.7.10.4" "ER GDP-fucose transporter, isoform B" "Drosophila melanogaster" "Efr" "4" "1"
"265" "A4VGV1" "1.C.113.1.3" "Channel protein, hemolysin III family" "Pseudomonas stutzeri (strain A1501)" "PST_0496" "4" "1"
"266" "A4VY05" "2.A.1.47.2" "Lantibiotic efflux protein" "Streptococcus suis (strain 05ZYH33)" "SSU05_2028" "4" "1"
"267" "A4VYG6" "9.B.144.1.5" "Predicted membrane protein" "Streptococcus suis (strain 05ZYH33)" "SSU05_2188" "4" "1"
"268" "A4WTR8" "1.E.34.1.7" "Uncharacterized protein" "Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3)" "Rsph17025_1891" "4" "1"
"269" "A4WXA3" "1.B.7.1.7" "Uncharacterized protein" "Rhodobacter sphaeroides (strain ATCC 17025 / ATH 2.4.3)" "Rsph17025_3133" "4" "1"
"270" "A4X2L1" "2.A.1.70.3" "Major facilitator superfamily MFS_1" "Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)" "Strop_0632" "4" "1"
"271" "A4X503" "2.A.3.14.1" "Putative uncharacterized protein" "Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)" "Strop_1487" "4" "1"
"272" "A4XGX6" "9.B.29.2.13" "Uncharacterized protein" "Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903)" "Csac_0527" "4" "1"
"273" "A4XHF2" "9.A.28.1.4" "Ethanolamine utilization like protein" "Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903)" "Csac_0718" "4" "1"
"274" "A4Y207" "1.B.25.1.27" "Outer membrane porin" "Shewanella putrefaciens (strain CN-32 / ATCC BAA-453)" "Sputcn32_0255" "4" "1"
"275" "A4YGY2" "3.A.1.122.5" "Putative uncharacterized protein - Metallosphaera sedula (strain ATCC 51363 / DSM 5348)." "" "" "" ""
"276" "A4ZUV2" "2.A.4.5.1" "Mn-specific cation diffusion facilitator transporter - Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)." "" "" "" ""
"277" "A4ZYA4" "1.A.1.16.5" "Calcium activated potassium channel" "Psetta maxima" "SKCa" "2" "1"
"278" "A5A627" "1.C.103.1.1" "Small toxic protein tisB" "Escherichia coli (strain K12)" "tisB" "2" "1"
"279" "A5A639" "9.A.29.1.1" "Lantibiotic immunity protein, MFS type transporter" "Bacillus licheniformis (strain DSM 13 / ATCC 14580)" "lanG" "4" "1"
"280" "A5A7N9" "1.A.8.8.6" "Aquaporin - Polypedilum vanderplanki (sleeping chironomid)." "" "" "" ""
"281" "A5A7P0" "1.A.8.8.7" "Aquaporin - Polypedilum vanderplanki (sleeping chironomid)." "" "" "" ""
"282" "A5CU66" "9.B.117.1.4" "Conserved membrane protein" "Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382)" "CMM_2570" "4" "1"
"283" "A5CZ17" "9.B.67.1.3" "Uncharacterized protein" "Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)" "PTH_2583" "4" "1"
"284" "A5D089" "1.E.29.2.5" "Uncharacterized protein" "Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)" "PTH_2172" "4" "1"
"285" "A5DTV2" "2.A.7.24.15" "Putative uncharacterized protein" "Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)" "LELG_00788" "4" "1"
"286" "A5E332" "9.A.27.1.5" "Putative uncharacterized protein" "Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)" "LELG_04019" "4" "1"
"287" "A5EC75" "2.A.55.3.6" "Putative manganese transport protein" "Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)" "BBta_1553" "4" "1"
"288" "A5EHQ1" "1.B.57.3.1" "Putative uncharacterized protein" "Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)" "BBta_3606" "4" "1"
"289" "A5F1Y0" "9.B.170.1.1" "Putative uncharacterized protein" "Vibrio cholerae serotype O1 (strain ATCC 39541 / Ogawa 395 / O395)" "VC0395_A0827" "4" "1"
"290" "A5F661" "1.B.14.8.3" "Vibriobactin receptor" "Vibrio cholerae serotype O1 (strain ATCC 39541 / Ogawa 395 / O395)" "viuA" "3" "1"
"291" "A5FB62" "9.B.122.1.3" "Putative uncharacterized protein" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_4554" "4" "1"
"292" "A5FBE4" "3.A.3.30.2" "ATPase, P-type (Transporting), HAD superfamily, subfamily IC" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_4474" "3" "1"
"293" "A5FBZ0" "1.B.13.3.2" "Uncharacterized protein" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_4275" "4" "1"
"294" "A5FGV9" "3.A.3.29.2" "Copper-exporting ATPase" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_2536" "3" "1"
"295" "A5FJA9" "9.B.155.2.17" "Uncharacterized protein" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_1684" "4" "1"
"296" "A5FJX0" "9.A.25.1.1" "SprT" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "sprT" "4" "1"
"297" "A5FN22" "8.A.3.3.4" "Wzc" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "wzc" "4" "1"
"298" "A5FN23" "1.B.18.3.3" "Wza" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "wza" "4" "1"
"299" "A5FNR0" "1.B.44.2.1" "Putative uncharacterized protein" "Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101)" "Fjoh_0125" "4" "1"
"300" "A5G608" "9.B.183.1.5" "Uncharacterized protein" "Geobacter uraniireducens (strain Rf4)" "Gura_3055" "4" "1"
"301" "A5G9C2" "1.A.77.3.15" "Putative uncharacterized protein" "Geobacter uraniireducens (strain Rf4)" "Gura_4247" "4" "1"
"302" "A5G9S9" "9.B.170.1.4" "Putative uncharacterized protein" "Geobacter uraniireducens (strain Rf4)" "Gura_4404" "4" "1"
"303" "A5GAN4" "1.B.39.2.1" "OmpW family protein" "Geobacter uraniireducens (strain Rf4)" "Gura_1159" "4" "1"
"304" "A5GDM1" "1.B.61.1.3" "Putative uncharacterized protein" "Geobacter uraniireducens (strain Rf4)" "Gura_0110" "4" "1"
"305" "A5GRI1" "1.B.54.3.1" "Uncharacterized conserved secreted protein" "Synechococcus sp. (strain RCC307)" "SynRCC307_0587" "4" "1"
"306" "A5GWU2" "1.B.54.3.2" "Uncharacterized conserved secreted protein" "Synechococcus sp. (strain RCC307)" "SynRCC307_2448" "4" "1"
"307" "A5H1G9" "1.C.90.1.3" "Bacteriocin uberolysin" "Streptococcus uberis" "ublA" "1" "1"
"308" "A5H2U6" "2.A.1.9.6" "Phosphate transporter 5" "Medicago truncatula" "" "2" "1"
"309" "A5H8A5" "2.A.1.3.31" "Plasmid efflux fluoroquinolone - Escherichia coli." "" "" "" ""
"310" "A5HJ42" "1.A.79.1.7" "SID1-like protein" "Aphis gossypii" "" "2" "1"
"311" "A5HZT9" "1.E.27.1.3" "Putative phage related protein" "Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)" "CBO0746" "4" "1"
"312" "A5I0E4" "2.A.88.4.2" "Probable transport protein" "Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)" "CBO0951" "3" "1"
"313" "A5IFT5" "2.A.7.31.2" "Transmembrane protein" "Legionella pneumophila (strain Corby)" "LPC_2312" "4" "1"
"314" "A5JSU8" "1.C.114.1.3" "Moricin-like peptide C2" "Galleria mellonella" "mor" "2" "1"
"315" "A5JUZ5" "2.A.31.3.4" "Boron transporter" "Citrus macrophylla" "" "2" "1"
"316" "A5JZU0" "9.B.26.2.2" "Putative uncharacterized protein" "Plasmodium vivax (strain Salvador I)" "PVX_123335" "4" "1"
"317" "A5KC26" "9.B.19.1.4" "Early transcribed membrane protein (ETRAMP)" "Plasmodium vivax (strain Salvador I)" "PVX_096070" "4" "1"
"318" "A5KMI4" "1.C.105.2.8" "Uncharacterized protein" "Ruminococcus torques ATCC 27756" "RUMTOR_01457" "4" "1"
"319" "A5LBQ4" "3.A.1.1.47" "Sugar ABC transporter permease" "Streptococcus pneumoniae SP3-BS71" "CGSSp3BS71_10423" "3" "1"
"320" "A5LBQ5" "3.A.1.1.47" "Putative ABC-type sugar transport system, permease component" "Streptococcus pneumoniae SP3-BS71" "CGSSp3BS71_10428" "3" "1"
"321" "A5LBQ6" "3.A.1.1.47" "Probable sugar ABC transporter, sugar-binding protein" "Streptococcus pneumoniae SP3-BS71" "CGSSp3BS71_10433" "1" "1"
"322" "A5MY21" "1.C.90.3.4" "Putative uncharacterized protein" "Streptococcus pneumoniae SP23-BS72" "CGSSp23BS72_01167" "4" "1"
"323" "A5N5Q9" "1.E.26.6.1" "Uncharacterized protein" "Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)" "CKL_0586" "4" "1"
"324" "A5N7N1" "2.A.87.3.1" "Heptaprenyl diphosphate synthase-related protein" "Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)" "CKL_1270" "4" "1"
"325" "A5PGV3" "2.A.62.1.3" "Putative Na+/H+ antiporter" "Physcomitrella patens subsp. patens" "nhad1" "4" "1"
"326" "A5PGX0" "1.B.34.2.1" "Porin protein A" "Corynebacterium diphtheriae" "porA" "4" "1"
"327" "A5PH36" "1.A.1.4.10" "AKT1 inward rectifier channel" "Physcomitrella patens" "akt1" "4" "1"
"328" "A5PH39" "2.A.72.3.5" "HAK1 potassium transporter" "Physcomitrella patens" "hak1" "4" "1"
"329" "A5UJX0" "3.A.3.32.6" "Cation transport ATPase, HAD family" "Methanobrevibacter smithii (strain PS / ATCC 35061 / DSM 861)" "Msm_0293" "4" "1"
"330" "A5UXW0" "3.A.1.18.1" "ABC transporter related" "Roseiflexus sp. (strain RS-1)" "RoseRS_3100" "4" "1"
"331" "A5UXW1" "3.A.1.18.1" "Cobalt transport protein" "Roseiflexus sp. (strain RS-1)" "RoseRS_3101" "4" "1"
"332" "A5UXW2" "3.A.1.18.1" "Putative uncharacterized protein" "Roseiflexus sp. (strain RS-1)" "RoseRS_3102" "4" "1"
"333" "A5V2B6" "9.B.153.3.13" "Uncharacterized protein" "Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273)" "Swit_0059" "4" "1"
"334" "A5VA32" "1.B.43.1.4" "Opacity protein and related surface antigens-like protein" "Sphingomonas wittichii (strain RW1 / DSM 6014 / JCM 10273)" "Swit_2794" "4" "1"
"335" "A5W2Y3" "9.B.69.1.1" "Cobalt transporter, subunit CbtA" "Pseudomonas putida (strain F1 / ATCC 700007)" "Pput_2354" "3" "1"
"336" "A5W2Y4" "9.B.69.1.1" "Cobalt transporter, subunit CbtB" "Pseudomonas putida (strain F1 / ATCC 700007)" "Pput_2355" "4" "1"
"337" "A5W3Z9" "9.B.153.4.3" "Protein involved in meta-pathway of phenol degradation-like protein" "Pseudomonas putida (strain F1 / ATCC 700007)" "Pput_2725" "4" "1"
"338" "A5ZGZ4" "1.B.14.6.5" "TonB-dependent receptor" "Bacteroides caccae ATCC 43185" "BACCAC_02166" "3" "1"
"339" "A6AW26" "2.A.119.3.1" "Putative membrane protein" "Vibrio harveyi HY01" "A1Q_2130" "4" "1"
"340" "A6C291" "1.B.19.1.6" "Putative uncharacterized protein" "Planctomyces maris DSM 8797" "PM8797T_03109" "4" "1"
"341" "A6CYR9" "1.B.15.1.2" "Putative uncharacterized protein" "Vibrio shilonii AK1" "VSAK1_16007" "4" "1"
"342" "A6DB68" "1.B.60.1.8" "Putative uncharacterized protein" "Caminibacter mediatlanticus TB-2" "CMTB2_03653" "4" "1"
"343" "A6DDW9" "1.B.31.1.5" "Putative uncharacterized protein" "Caminibacter mediatlanticus TB-2" "CMTB2_06381" "4" "1"
"344" "A6DJZ4" "9.B.145.1.2" "Probable integral membrane protein" "Lentisphaera araneosa HTCC2155" "LNTAR_12716" "4" "1"
"345" "A6DS17" "1.B.25.3.1" "Uncharacterized protein" "Lentisphaera araneosa HTCC2155" "LNTAR_08216" "4" "1"
"346" "A6DSE6" "1.B.66.2.1" "Uncharacterized protein" "Lentisphaera araneosa HTCC2155" "LNTAR_25520" "4" "1"
"347" "A6DTR9" "1.B.62.1.9" "Uncharacterized protein" "Lentisphaera araneosa HTCC2155" "LNTAR_02944" "4" "1"
"348" "A6DTT7" "9.B.67.1.4" "Uncharacterized protein" "Lentisphaera araneosa HTCC2155" "LNTAR_03034" "4" "1"
"349" "A6DUG7" "2.A.93.1.5" "Putative uncharacterized protein - Lentisphaera araneosa HTCC2155." "" "" "" ""
"350" "A6ECX8" "9.B.116.3.2" "Putative transmembrane protein" "Pedobacter sp. BAL39" "PBAL39_24800" "4" "1"
"351" "A6FHW7" "1.C.96.2.1" "Uncharacterized protein" "Moritella sp. PE36" "PE36_11502" "4" "1"
"352" "A6G7F3" "1.C.39.8.1" "Hemopexin" "Plesiocystis pacifica SIR-1" "PPSIR1_00475" "4" "1"
"353" "A6GJ35" "9.B.102.7.6" "Putative uncharacterized protein" "Plesiocystis pacifica SIR-1" "PPSIR1_33019" "4" "1"
"354" "A6GVU3" "1.C.12.2.1" "Flavomodulin" "Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)" "fmo" "4" "1"
"355" "A6H1F5" "1.B.23.4.2" "Uncharacterized protein" "Flavobacterium psychrophilum (strain JIP02/86 / ATCC 49511)" "FP2117" "4" "1"
"356" "A6L2M4" "3.A.10.1.10" "Putative K(+)-stimulated pyrophosphate-energized sodium pump" "Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / NCTC 11154)" "hppA" "3" "1"
"357" "A6LK64" "1.B.48.2.6" "Uncharacterized protein" "Thermosipho melanesiensis (strain BI429 / DSM 12029)" "Tmel_0448" "4" "1"
"358" "A6LK65" "1.B.48.2.1" "Uncharacterized protein" "Thermosipho melanesiensis (strain BI429 / DSM 12029)" "Tmel_0449" "4" "1"
"359" "A6LP55" "2.A.81.2.2" "YidE/YbjL duplication" "Thermosipho melanesiensis (strain BI429 / DSM 12029)" "Tmel_1872" "4" "1"
"360" "A6LW10" "3.A.1.2.26" "D-xylose ABC transporter, periplasmic substrate-binding protein" "Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)" "Cbei_2380" "4" "1"
"361" "A6LW11" "3.A.1.2.26" "Xylose import ATP-binding protein XylG" "Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)" "xylG" "3" "1"
"362" "A6LW12" "3.A.1.2.26" "Monosaccharide-transporting ATPase" "Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)" "Cbei_2382" "4" "1"
"363" "A6M1J4" "9.B.117.1.3" "Uncharacterized protein" "Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)" "Cbei_4364" "4" "1"
"364" "A6MAD7" "1.E.26.1.9" "Gp072" "Lactococcus phage KSY1" "KSY1p072" "4" "1"
"365" "A6MER5" "3.A.1.124.4" "McdF - Streptococcus macedonicus." "" "" "" ""
